-1.076227765041656674e-02,3.297596104605053213e-03,6.570719734754237873e-01,1.437262824382269395e-03,1.095427370120804350e-02,1.713388945247299941e-02,9.997921623995075224e-01,-1.252512404379112210e-01,6.163451806614598377e-02,4.803217830048359116e-02,2.944882744781014416e-01,-1.315948712508074048e-01,-4.768758624597865814e-02,-8.356519208070377347e-02,-8.274016117504280621e-02,-2.302870864227133940e-01,2.774984300042022678e-01,-1.609594731382938959e-01,5.056485183233733194e-02,1.932627265448636639e-02,1.549949718595745526e-02,1.602862171963521876e+00,-3.543456928988227006e-03,-7.427579989066257493e-02,-6.888998215737732189e-02,-5.048255136745484484e-02,-1.630436083047206663e+00,5.985255019758444969e-03,3.210125348300859466e-02,-7.945482303657221135e-02
-1.100808974115388868e-02,3.367909514003270596e-03,6.569448810744059619e-01,7.020027898583880779e-04,1.221252420031120577e-02,1.727947005534139630e-02,9.997758655615499590e-01,-1.283858670650417089e-01,6.393989032939098593e-02,4.852336140831591677e-02,2.935884265541401361e-01,-1.325638657447537061e-01,-4.892078466274034365e-02,-8.518468458214770167e-02,-8.378561324178200598e-02,-2.359019767378846832e-01,2.767117099595952645e-01,-1.631010702155307468e-01,5.234482910608733580e-02,1.521094960244298924e-02,7.975504636269649394e-03,1.604697449165784606e+00,4.408895136760368136e-03,-9.557357831680696192e-02,-8.503116920824349556e-02,-5.023135908383238868e-02,-1.621655859882122241e+00,1.958060890566923340e-02,1.932198472999932873e-02,-9.520289753631311358e-02
-1.124809770369572352e-02,3.425971026869679536e-03,6.568612338473733825e-01,4.142751767720947108e-05,1.330136335234384341e-02,1.741205338529964314e-02,9.997599173869881062e-01,-1.309965756554940519e-01,6.581950315249249228e-02,4.875622544372840150e-02,2.926932146339100149e-01,-1.330511997539113866e-01,-4.977906588979014862e-02,-8.669228672775598776e-02,-8.430805315118582166e-02,-2.399628914277044944e-01,2.760655423023465893e-01,-1.645210641091167103e-01,5.365133732164852065e-02,1.134593231764706098e-02,6.662269345739423379e-04,1.606202873069400461e+00,1.159409766959205307e-02,-1.135040463729357352e-01,-1.007456810542784326e-01,-5.097985065265284860e-02,-1.614523709275011765e+00,3.351811833254912665e-02,8.052223613424704107e-03,-1.091799895351349137e-01
-1.147649740984657898e-02,3.459528746672471591e-03,6.568644769683117390e-01,-4.697753875586303915e-04,1.405141547440341872e-02,1.751869418234917875e-02,9.997476843626077470e-01,-1.325594481725901608e-01,6.684759709530702088e-02,4.847245133430120451e-02,2.918072747211422624e-01,-1.325752127934917979e-01,-4.988751273741616477e-02,-8.797610816169297576e-02,-8.378446874591888305e-02,-2.409158548668212940e-01,2.757004794198144038e-01,-1.644978516354009546e-01,5.401090742083207441e-02,7.981526567346023532e-03,-6.213621071137554949e-03,1.607048590375722119e+00,1.724500113658991585e-02,-1.246998936890333087e-01,-1.156068424906509101e-01,-5.372770992635911291e-02,-1.610687703783849400e+00,4.813993884136721219e-02,-1.985222302806465694e-04,-1.196151165321185511e-01
-1.168991958089384171e-02,3.486545298755042155e-03,6.568701842633750676e-01,-8.609903335928445998e-04,1.467473343876076614e-02,1.764339672235640602e-02,9.997362759479343497e-01,-1.339062185010431172e-01,6.751998188994026706e-02,4.814016730327048965e-02,2.911601809050197720e-01,-1.321465442130166645e-01,-4.986015280921582415e-02,-8.925002816257600335e-02,-8.333381056403048326e-02,-2.414952805668673930e-01,2.756860544142768488e-01,-1.644972203216775730e-01,5.419455000701561831e-02,5.109055722780877183e-03,-1.306013740263844633e-02,1.608056735155985129e+00,2.202037685787599369e-02,-1.320222579078862979e-01,-1.295163996601503553e-01,-5.898266728025645944e-02,-1.608670408864675494e+00,6.223441696627952935e-02,-7.036784252612706715e-03,-1.271956315229434975e-01
-1.189585298438930634e-02,3.510291266977501757e-03,6.568771236455011042e-01,-1.192211069080969339e-03,1.523468277184411579e-02,1.777712851258401311e-02,9.997251906276319877e-01,-1.351449377351744974e-01,6.801451211048289980e-02,4.778362831143801587e-02,2.906325101372199127e-01,-1.317415348225137728e-01,-4.976488949310230170e-02,-9.051899744693205074e-02,-8.291961549383135288e-02,-2.418879373973781277e-01,2.758469483472365535e-01,-1.645078795879504063e-01,5.429022883669917116e-02,2.482552331083677684e-03,-1.988998789703403172e-02,1.609146093673218703e+00,2.635798870630617907e-02,-1.374078805781169532e-01,-1.429501546962132774e-01,-6.549117367424933667e-02,-1.607562469231496260e+00,7.606522389923896232e-02,-1.316880436425811943e-02,-1.333488405106891261e-01
-1.207223174820117213e-02,3.533263505379175603e-03,6.568807247886585543e-01,-1.377150208132067299e-03,1.551349438793945060e-02,1.783875874045034310e-02,9.997195674966954382e-01,-1.357802933857167882e-01,6.823253096585989164e-02,4.763022272551892949e-02,2.902721704836276340e-01,-1.315018078553364111e-01,-4.966030465911655534e-02,-9.126578343950023098e-02,-8.271715602105987608e-02,-2.420332505555762015e-01,2.760452432635876474e-01,-1.645472520450777798e-01,5.432911997763906903e-02,4.847407494036354986e-04,-2.530581816809022652e-02,1.610304007696261808e+00,3.012990125016764068e-02,-1.393987063222312250e-01,-1.524613642151455284e-01,-6.968216712852397243e-02,-1.607888501523475622e+00,8.338245989495615684e-02,-1.724834224749586045e-02,-1.356862673956800991e-01
-1.224464944759622205e-02,3.551426975550547351e-03,6.568841160175546978e-01,-1.550222477942128120e-03,1.584688057281755796e-02,1.797207436213840021e-02,9.997116973055288902e-01,-1.365693857436920677e-01,6.839354596439939371e-02,4.734185373199677194e-02,2.898975566848411844e-01,-1.311862414674368482e-01,-4.955593065824328430e-02,-9.211764475506134531e-02,-8.256127553190599488e-02,-2.423126138783913142e-01,2.762637725044670978e-01,-1.646151868760707682e-01,5.435263127559451790e-02,-1.582505556003602210e-03,-3.160561527874970050e-02,1.611651710640708890e+00,3.384797048340801306e-02,-1.411184585947182213e-01,-1.633515081311272821e-01,-7.692657381039136322e-02,-1.608485454098338874e+00,9.249144984869064889e-02,-2.143339098888738178e-02,-1.371672051385990354e-01
-1.240914501815764195e-02,3.559972909261315769e-03,6.568870874179282282e-01,-1.699560959779620713e-03,1.628941574829477490e-02,1.824876066731825550e-02,9.996993293792040269e-01,-1.376659515165334080e-01,6.844055324926393014e-02,4.678355792326847895e-02,2.894943945956663933e-01,-1.307189962380928827e-01,-4.945197832359497087e-02,-9.317965671660835558e-02,-8.249855300998734653e-02,-2.428600775304405601e-01,2.765227703944032056e-01,-1.647402464547949863e-01,5.434538288758105490e-02,-3.788621308865222290e-03,-3.967334606861570162e-02,1.613378991427963927e+00,3.745835309540619662e-02,-1.422960639239505831e-01,-1.769995208412080689e-01,-9.027780694744423629e-02,-1.609624247238969907e+00,1.051839477184597083e-01,-2.582946144658644638e-02,-1.369351645973739817e-01
-1.257336649234800166e-02,3.575781735044294626e-03,6.568893610800135008e-01,-1.802498700683910883e-03,1.648296177409634342e-02,1.839144963841960259e-02,9.996933617613878997e-01,-1.382030684138300658e-01,6.846446759122520875e-02,4.649115754563406394e-02,2.891898803523569317e-01,-1.304013848250919483e-01,-4.936269315221795961e-02,-9.373283670592907901e-02,-8.245918768448975977e-02,-2.431465753654260542e-01,2.766829524461519307e-01,-1.648201608142772223e-01,5.430701191719728566e-02,-5.533873890112978033e-03,-4.604577913303723596e-02,1.614568564881871504e+00,4.065259189285393149e-02,-1.426234176254535246e-01,-1.869350953011057748e-01,-1.004020403835861747e-01,-1.610913568544846353e+00,1.131666648193217634e-01,-2.929975496378887240e-02,-1.351786472119094196e-01
